,Word,Number of Syllables,Formatted for JS,Syllables Separated by semicolon,1st Syllable,2nd Syllable,3rd Syllable,4th Syllable,5th Syllable,6th Syllable,7th Syllable,8th Syllable
,invitational,5,"'invitational': 5,",in;vi;ta;tion;al,in,vi,ta,tion,al,,,
,invigorating,5,"'invigorating': 5,",in;vig;or;at;ing,in,vig,or,at,ing,,,
,invincible,4,"'invincible': 4,",in;vin;ci;ble,in,vin,ci,ble,,,,
,invisibility,6,"'invisibility': 6,",in;vis;i;bil;i;ty,in,vis,i,bil,i,ty,,
,invisible,4,"'invisible': 4,",in;vis;i;ble,in,vis,i,ble,,,,
,invited,3,"'invited': 3,",in;vit;ed,in,vit,ed,,,,,
,inviting,3,"'inviting': 3,",in;vit;ing,in,vit,ing,,,,,
,invite,2,"'invite': 2,",in;vite,in,vite,,,,,,
,invocation,4,"'invocation': 4,",in;vo;ca;tion,in,vo,ca,tion,,,,
,invoicing,3,"'invoicing': 3,",in;voic;ing,in,voic,ing,,,,,
,invoice,2,"'invoice': 2,",in;voice,in,voice,,,,,,
,invoiced,2,"'invoiced': 2,",in;voiced,in,voiced,,,,,,
,invoking,3,"'invoking': 3,",in;vok;ing,in,vok,ing,,,,,
,invoke,2,"'invoke': 2,",in;voke,in,voke,,,,,,
,invoked,2,"'invoked': 2,",in;voked,in,voked,,,,,,
,involuntarily,6,"'involuntarily': 6,",in;vol;un;tar;i;ly,in,vol,un,tar,i,ly,,
,involuntary,5,"'involuntary': 5,",in;vol;un;tar;y,in,vol,un,tar,y,,,
,involving,3,"'involving': 3,",in;volv;ing,in,volv,ing,,,,,
,involve,2,"'involve': 2,",in;volve,in,volve,,,,,,
,involvement,3,"'involvement': 3,",in;volve;ment,in,volve,ment,,,,,
,involved,2,"'involved': 2,",in;volved,in,volved,,,,,,
,inward,2,"'inward': 2,",in;ward,in,ward,,,,,,
,inwardly,3,"'inwardly': 3,",in;ward;ly,in,ward,ly,,,,,
,inc,1,"'inc': 1,",inc,inc,,,,,,,
,inch,1,"'inch': 1,",inch,inch,,,,,,,
,incl,1,"'incl': 1,",incl,incl,,,,,,,
,incr,1,"'incr': 1,",incr,incr,,,,,,,
,ind,1,"'ind': 1,",ind,ind,,,,,,,
,inf,1,"'inf': 1,",inf,inf,,,,,,,
,init,1,"'init': 1,",init,init,,,,,,,
,ink,1,"'ink': 1,",ink,ink,,,,,,,
,inn,1,"'inn': 1,",inn,inn,,,,,,,
,innkeeper,3,"'innkeeper': 3,",inn;keep;er,inn,keep,er,,,,,
,ins,1,"'ins': 1,",ins,ins,,,,,,,
,insp,1,"'insp': 1,",insp,insp,,,,,,,
,inst,1,"'inst': 1,",inst,inst,,,,,,,
,instr,1,"'instr': 1,",instr,instr,,,,,,,
,insurance,2,"'insurance': 2,",insur;ance,insur,ance,,,,,,
,int,1,"'int': 1,",int,int,,,,,,,
,inter,1,"'inter': 1,",inter,inter,,,,,,,
,intl,1,"'intl': 1,",intl,intl,,,,,,,
,intr,1,"'intr': 1,",intr,intr,,,,,,,
,intro,1,"'intro': 1,",intro,intro,,,,,,,
,inv,1,"'inv': 1,",inv,inv,,,,,,,
,iridescent,4,"'iridescent': 4,",ir;i;des;cent,ir,i,des,cent,,,,
,irradiation,5,"'irradiation': 5,",ir;ra;di;a;tion,ir,ra,di,a,tion,,,
,irradiance,4,"'irradiance': 4,",ir;ra;di;ance,ir,ra,di,ance,,,,
,irradiated,5,"'irradiated': 5,",ir;ra;di;at;ed,ir,ra,di,at,ed,,,
,irrational,4,"'irrational': 4,",ir;ra;tion;al,ir,ra,tion,al,,,,
,irreducible,5,"'irreducible': 5,",ir;re;duc;i;ble,ir,re,duc,i,ble,,,
,irreplaceable,5,"'irreplaceable': 5,",ir;re;place;a;ble,ir,re,place,a,ble,,,
,irresistible,5,"'irresistible': 5,",ir;re;sist;i;ble,ir,re,sist,i,ble,,,
,irrespective,4,"'irrespective': 4,",ir;re;spec;tive,ir,re,spec,tive,,,,
,irresponsible,5,"'irresponsible': 5,",ir;re;spon;si;ble,ir,re,spon,si,ble,,,
,irreversible,5,"'irreversible': 5,",ir;re;vers;i;ble,ir,re,vers,i,ble,,,
,irregular,4,"'irregular': 4,",ir;reg;u;lar,ir,reg,u,lar,,,,
,irregularity,6,"'irregularity': 6,",ir;reg;u;lar;i;ty,ir,reg,u,lar,i,ty,,
,irregularly,5,"'irregularly': 5,",ir;reg;u;lar;ly,ir,reg,u,lar,ly,,,
,irrelevant,4,"'irrelevant': 4,",ir;rel;e;vant,ir,rel,e,vant,,,,
,irreparable,5,"'irreparable': 5,",ir;rep;a;ra;ble,ir,rep,a,ra,ble,,,
,irreverent,4,"'irreverent': 4,",ir;rev;er;ent,ir,rev,er,ent,,,,
,irrevocable,5,"'irrevocable': 5,",ir;rev;o;ca;ble,ir,rev,o,ca,ble,,,
,irrevocably,5,"'irrevocably': 5,",ir;rev;o;ca;bly,ir,rev,o,ca,bly,,,
,irrigation,4,"'irrigation': 4,",ir;ri;ga;tion,ir,ri,ga,tion,,,,
,irrigated,4,"'irrigated': 4,",ir;ri;gat;ed,ir,ri,gat,ed,,,,
,irritability,6,"'irritability': 6,",ir;ri;ta;bil;i;ty,ir,ri,ta,bil,i,ty,,
,irritable,4,"'irritable': 4,",ir;ri;ta;ble,ir,ri,ta,ble,,,,
,irritation,4,"'irritation': 4,",ir;ri;ta;tion,ir,ri,ta,tion,,,,
,irritant,3,"'irritant': 3,",ir;ri;tant,ir,ri,tant,,,,,
,irritated,4,"'irritated': 4,",ir;ri;tat;ed,ir,ri,tat,ed,,,,
,irritating,4,"'irritating': 4,",ir;ri;tat;ing,ir,ri,tat,ing,,,,
,irritate,3,"'irritate': 3,",ir;ri;tate,ir,ri,tate,,,,,
,ire,1,"'ire': 1,",ire,ire,,,,,,,
,ischemia,4,"'ischemia': 4,",is;che;mi;a,is,che,mi,a,,,,
,ischemic,3,"'ischemic': 3,",is;che;mic,is,che,mic,,,,,
,ischia,3,"'ischia': 3,",is;chi;a,is,chi,a,,,,,
,island,2,"'island': 2,",is;land,is,land,,,,,,
,islander,3,"'islander': 3,",is;land;er,is,land,er,,,,,
,islet,2,"'islet': 2,",is;let,is,let,,,,,,
,issuance,3,"'issuance': 3,",is;su;ance,is,su,ance,,,,,
,issuer,3,"'issuer': 3,",is;su;er,is,su,er,,,,,
,issuing,3,"'issuing': 3,",is;su;ing,is,su,ing,,,,,
,issue,2,"'issue': 2,",is;sue,is,sue,,,,,,
,issued,2,"'issued': 2,",is;sued,is,sued,,,,,,
,isle,1,"'isle': 1,",isle,isle,,,,,,,
,ism,1,"'ism': 1,",ism,ism,,,,,,,
,isthmus,2,"'isthmus': 2,",isth;mus,isth,mus,,,,,,
,iter,2,"'iter': 2,",it;er,it,er,,,,,,
,iteration,4,"'iteration': 4,",it;er;a;tion,it,er,a,tion,,,,
,iterative,4,"'iterative': 4,",it;er;a;tive,it,er,a,tive,,,,
,iterated,4,"'iterated': 4,",it;er;at;ed,it,er,at,ed,,,,
,iterate,3,"'iterate': 3,",it;er;ate,it,er,ate,,,,,
,itself,2,"'itself': 2,",it;self,it,self,,,,,,
,ita,1,"'ita': 1,",ita,ita,,,,,,,
,ital,1,"'ital': 1,",ital,ital,,,,,,,
,itch,1,"'itch': 1,",itch,itch,,,,,,,
,itching,2,"'itching': 2,",itch;ing,itch,ing,,,,,,
,itchy,2,"'itchy': 2,",itch;y,itch,y,,,,,,
,its,1,"'its': 1,",its,its,,,,,,,
,jager,2,"'jager': 2,",ja;ger,ja,ger,,,,,,
,japan,2,"'japan': 2,",ja;pan,ja,pan,,,,,,
,japonica,4,"'japonica': 4,",ja;pon;i;ca,ja,pon,i,ca,,,,
,jaap,1,"'jaap': 1,",jaap,jaap,,,,,,,
,jab,1,"'jab': 1,",jab,jab,,,,,,,
,jabber,2,"'jabber': 2,",jab;ber,jab,ber,,,,,,
,jacquard,2,"'jacquard': 2,",jac;quard,jac,quard,,,,,,
,jack,1,"'jack': 1,",jack,jack,,,,,,,
,jackal,2,"'jackal': 2,",jack;al,jack,al,,,,,,
,jackass,2,"'jackass': 2,",jack;ass,jack,ass,,,,,,
,jacket,2,"'jacket': 2,",jack;et,jack,et,,,,,,
,jackpot,2,"'jackpot': 2,",jack;pot,jack,pot,,,,,,
,jacks,1,"'jacks': 1,",jacks,jacks,,,,,,,
,jad,1,"'jad': 1,",jad,jad,,,,,,,
,jaded,2,"'jaded': 2,",jad;ed,jad,ed,,,,,,
,jade,1,"'jade': 1,",jade,jade,,,,,,,
,jaeger,2,"'jaeger': 2,",jae;ger,jae,ger,,,,,,
,jag,1,"'jag': 1,",jag,jag,,,,,,,
,jagged,2,"'jagged': 2,",jag;ged,jag,ged,,,,,,
,jaguar,2,"'jaguar': 2,",jag;uar,jag,uar,,,,,,
,jai,1,"'jai': 1,",jai,jai,,,,,,,
,jail,1,"'jail': 1,",jail,jail,,,,,,,
,jailhouse,2,"'jailhouse': 2,",jail;house,jail,house,,,,,,
,jak,1,"'jak': 1,",jak,jak,,,,,,,
,jake,1,"'jake': 1,",jake,jake,,,,,,,
,jakes,1,"'jakes': 1,",jakes,jakes,,,,,,,
,jam,1,"'jam': 1,",jam,jam,,,,,,,
,jamboree,3,"'jamboree': 3,",jam;bo;ree,jam,bo,ree,,,,,
,jamming,2,"'jamming': 2,",jam;ming,jam,ming,,,,,,
,janitorial,5,"'janitorial': 5,",jan;i;to;ri;al,jan,i,to,ri,al,,,
,janitor,3,"'janitor': 3,",jan;i;tor,jan,i,tor,,,,,
,jane,1,"'jane': 1,",jane,jane,,,,,,,
,jar,1,"'jar': 1,",jar,jar,,,,,,,
,jargon,2,"'jargon': 2,",jar;gon,jar,gon,,,,,,
,jarring,2,"'jarring': 2,",jar;ring,jar,ring,,,,,,
,jasmine,2,"'jasmine': 2,",jas;mine,jas,mine,,,,,,
,jasper,2,"'jasper': 2,",jas;per,jas,per,,,,,,
,jaundice,2,"'jaundice': 2,",jaun;dice,jaun,dice,,,,,,
,javelin,2,"'javelin': 2,",jave;lin,jave,lin,,,,,,
,jaw,1,"'jaw': 1,",jaw,jaw,,,,,,,
,jaws,1,"'jaws': 1,",jaws,jaws,,,,,,,
,jay,1,"'jay': 1,",jay,jay,,,,,,,
,jazz,1,"'jazz': 1,",jazz,jazz,,,,,,,
,jazzy,2,"'jazzy': 2,",jazz;y,jazz,y,,,,,,
,jct,1,"'jct': 1,",jct,jct,,,,,,,
,jealous,2,"'jealous': 2,",jeal;ous,jeal,ous,,,,,,
,jealousy,3,"'jealousy': 3,",jeal;ous;y,jeal,ous,y,,,,,
,jean,1,"'jean': 1,",jean,jean,,,,,,,
,jeans,1,"'jeans': 1,",jeans,jeans,,,,,,,
,jee,1,"'jee': 1,",jee,jee,,,,,,,
,jeepers,2,"'jeepers': 2,",jee;pers,jee,pers,,,,,,
,jeep,1,"'jeep': 1,",jeep,jeep,,,,,,,
,jeez,1,"'jeez': 1,",jeez,jeez,,,,,,,
,jelly,2,"'jelly': 2,",jel;ly,jel,ly,,,,,,
,jellyfish,3,"'jellyfish': 3,",jel;ly;fish,jel,ly,fish,,,,,
,jello,2,"'jello': 2,",jell;o,jell,o,,,,,,
,jen,1,"'jen': 1,",jen,jen,,,,,,,
,jennie,2,"'jennie': 2,",jen;nie,jen,nie,,,,,,
,jenny,2,"'jenny': 2,",jen;ny,jen,ny,,,,,,
,jeopardize,3,"'jeopardize': 3,",jeop;ard;ize,jeop,ard,ize,,,,,
,jeopardy,3,"'jeopardy': 3,",jeop;ard;y,jeop,ard,y,,,,,
,jer,1,"'jer': 1,",jer,jer,,,,,,,
,jerry,2,"'jerry': 2,",jer;ry,jer,ry,,,,,,
,jersey,2,"'jersey': 2,",jer;sey,jer,sey,,,,,,
,jerk,1,"'jerk': 1,",jerk,jerk,,,,,,,
,jerky,2,"'jerky': 2,",jerk;y,jerk,y,,,,,,
,jess,1,"'jess': 1,",jess,jess,,,,,,,
,jesse,1,"'jesse': 1,",jesse,jesse,,,,,,,
,jest,1,"'jest': 1,",jest,jest,,,,,,,
,jester,2,"'jester': 2,",jest;er,jest,er,,,,,,
,jet,1,"'jet': 1,",jet,jet,,,,,,,
,jetty,2,"'jetty': 2,",jet;ty,jet,ty,,,,,,
,jewel,2,"'jewel': 2,",jew;el,jew,el,,,,,,
,jeweler,3,"'jeweler': 3,",jew;el;er,jew,el,er,,,,,
,jewellery,4,"'jewellery': 4,",jew;el;ler;y,jew,el,ler,y,,,,
,jewelry,3,"'jewelry': 3,",jew;el;ry,jew,el,ry,,,,,
,jeweled,2,"'jeweled': 2,",jew;eled,jew,eled,,,,,,
,jihad,2,"'jihad': 2,",ji;had,ji,had,,,,,,
,jib,1,"'jib': 1,",jib,jib,,,,,,,
,jiffy,2,"'jiffy': 2,",jif;fy,jif,fy,,,,,,
,jig,1,"'jig': 1,",jig,jig,,,,,,,
,jigsaw,2,"'jigsaw': 2,",jig;saw,jig,saw,,,,,,
,jill,1,"'jill': 1,",jill,jill,,,,,,,
,jimmy,2,"'jimmy': 2,",jim;my,jim,my,,,,,,
,jin,1,"'jin': 1,",jin,jin,,,,,,,
,jingle,2,"'jingle': 2,",jin;gle,jin,gle,,,,,,
,jinx,1,"'jinx': 1,",jinx,jinx,,,,,,,
,jitter,2,"'jitter': 2,",jit;ter,jit,ter,,,,,,
,jive,1,"'jive': 1,",jive,jive,,,,,,,
,joey,2,"'joey': 2,",jo;ey,jo,ey,,,,,,
,johannes,3,"'johannes': 3,",jo;han;nes,jo,han,nes,,,,,
,jojoba,3,"'jojoba': 3,",jo;jo;ba,jo,jo,ba,,,,,
,joseph,2,"'joseph': 2,",jo;seph,jo,seph,,,,,,
,jota,2,"'jota': 2,",jo;ta,jo,ta,,,,,,
,job,1,"'job': 1,",job,job,,,,,,,
,jobless,2,"'jobless': 2,",job;less,job,less,,,,,,
,jock,1,"'jock': 1,",jock,jock,,,,,,,
,jockey,2,"'jockey': 2,",jock;ey,jock,ey,,,,,,
,jodhpur,2,"'jodhpur': 2,",jodh;pur,jodh,pur,,,,,,
,joe,1,"'joe': 1,",joe,joe,,,,,,,
,jog,1,"'jog': 1,",jog,jog,,,,,,,
,jogger,2,"'jogger': 2,",jog;ger,jog,ger,,,,,,
,jogging,2,"'jogging': 2,",jog;ging,jog,ging,,,,,,
,john,1,"'john': 1,",john,john,,,,,,,
,johnny,2,"'johnny': 2,",john;ny,john,ny,,,,,,
,join,1,"'join': 1,",join,join,,,,,,,
,joiner,2,"'joiner': 2,",join;er,join,er,,,,,,
,joinery,3,"'joinery': 3,",join;er;y,join,er,y,,,,,
,joint,1,"'joint': 1,",joint,joint,,,,,,,
,jointed,2,"'jointed': 2,",joint;ed,joint,ed,,,,,,
,jointly,2,"'jointly': 2,",joint;ly,joint,ly,,,,,,
,joker,2,"'joker': 2,",jok;er,jok,er,,,,,,
,joking,2,"'joking': 2,",jok;ing,jok,ing,,,,,,
,joke,1,"'joke': 1,",joke,joke,,,,,,,
,jolly,2,"'jolly': 2,",jol;ly,jol,ly,,,,,,
,jolt,1,"'jolt': 1,",jolt,jolt,,,,,,,
,jordan,2,"'jordan': 2,",jor;dan,jor,dan,,,,,,
,jornada,3,"'jornada': 3,",jor;na;da,jor,na,da,,,,,
,josh,1,"'josh': 1,",josh,josh,,,,,,,
,joss,1,"'joss': 1,",joss,joss,,,,,,,
,jot,1,"'jot': 1,",jot,jot,,,,,,,
,joule,1,"'joule': 1,",joule,joule,,,,,,,
,jour,1,"'jour': 1,",jour,jour,,,,,,,
,journal,2,"'journal': 2,",jour;nal,jour,nal,,,,,,
,journalistic,4,"'journalistic': 4,",jour;nal;is;tic,jour,nal,is,tic,,,,
,journalism,3,"'journalism': 3,",jour;nal;ism,jour,nal,ism,,,,,
,journalist,3,"'journalist': 3,",jour;nal;ist,jour,nal,ist,,,,,
,journey,2,"'journey': 2,",jour;ney,jour,ney,,,,,,
,journeyman,3,"'journeyman': 3,",jour;ney;man,jour,ney,man,,,,,
,joy,1,"'joy': 1,",joy,joy,,,,,,,
,joyful,2,"'joyful': 2,",joy;ful,joy,ful,,,,,,
,joyous,2,"'joyous': 2,",joy;ous,joy,ous,,,,,,
,jubilee,3,"'jubilee': 3,",ju;bi;lee,ju,bi,lee,,,,,
,judas,2,"'judas': 2,",ju;das,ju,das,,,,,,
,judiciary,5,"'judiciary': 5,",ju;di;ci;ar;y,ju,di,ci,ar,y,,,
,judicial,3,"'judicial': 3,",ju;di;cial,ju,di,cial,,,,,
,judicious,3,"'judicious': 3,",ju;di;cious,ju,di,cious,,,,,
,judo,2,"'judo': 2,",ju;do,ju,do,,,,,,
,juju,2,"'juju': 2,",ju;ju,ju,ju,,,,,,
,juniper,3,"'juniper': 3,",ju;ni;per,ju,ni,per,,,,,
,jura,2,"'jura': 2,",ju;ra,ju,ra,,,,,,
,juridical,4,"'juridical': 4,",ju;rid;i;cal,ju,rid,i,cal,,,,
,jurisdiction,4,"'jurisdiction': 4,",ju;ris;dic;tion,ju,ris,dic,tion,,,,
,jurisprudence,4,"'jurisprudence': 4,",ju;ris;pru;dence,ju,ris,pru,dence,,,,
,jurist,2,"'jurist': 2,",ju;rist,ju,rist,,,,,,
,juror,2,"'juror': 2,",ju;ror,ju,ror,,,,,,
,jury,2,"'jury': 2,",ju;ry,ju,ry,,,,,,
,juvenile,3,"'juvenile': 3,",ju;ve;nile,ju,ve,nile,,,,,
,judging,2,"'judging': 2,",judg;ing,judg,ing,,,,,,
,judgmental,3,"'judgmental': 3,",judg;men;tal,judg,men,tal,,,,,
,judgment,2,"'judgment': 2,",judg;ment,judg,ment,,,,,,
,judge,1,"'judge': 1,",judge,judge,,,,,,,
,judgement,2,"'judgement': 2,",judge;ment,judge,ment,,,,,,
,jug,1,"'jug': 1,",jug,jug,,,,,,,
,juggernaut,3,"'juggernaut': 3,",jug;ger;naut,jug,ger,naut,,,,,
,juggle,2,"'juggle': 2,",jug;gle,jug,gle,,,,,,
,juicer,2,"'juicer': 2,",juic;er,juic,er,,,,,,
,juicy,2,"'juicy': 2,",juic;y,juic,y,,,,,,
,juice,1,"'juice': 1,",juice,juice,,,,,,,
,jukebox,2,"'jukebox': 2,",juke;box,juke,box,,,,,,
,jumble,2,"'jumble': 2,",jum;ble,jum,ble,,,,,,
,jumbo,2,"'jumbo': 2,",jum;bo,jum,bo,,,,,,
,jump,1,"'jump': 1,",jump,jump,,,,,,,
,jumper,2,"'jumper': 2,",jump;er,jump,er,,,,,,
,jungle,2,"'jungle': 2,",jun;gle,jun,gle,,,,,,
,junior,2,"'junior': 2,",jun;ior,jun,ior,,,,,,
,junta,2,"'junta': 2,",jun;ta,jun,ta,,,,,,
,junction,2,"'junction': 2,",junc;tion,junc,tion,,,,,,
,juncture,2,"'juncture': 2,",junc;ture,junc,ture,,,,,,
,junk,1,"'junk': 1,",junk,junk,,,,,,,
,junkie,2,"'junkie': 2,",junk;ie,junk,ie,,,,,,
,junky,2,"'junky': 2,",junk;y,junk,y,,,,,,
,junkyard,2,"'junkyard': 2,",junk;yard,junk,yard,,,,,,
,jus,1,"'jus': 1,",jus,jus,,,,,,,
,justifiable,5,"'justifiable': 5,",jus;ti;fi;a;ble,jus,ti,fi,a,ble,,,
,justifiably,5,"'justifiably': 5,",jus;ti;fi;a;bly,jus,ti,fi,a,bly,,,
,justification,5,"'justification': 5,",jus;ti;fi;ca;tion,jus,ti,fi,ca,tion,,,
,justified,3,"'justified': 3,",jus;ti;fied,jus,ti,fied,,,,,
,justify,3,"'justify': 3,",jus;ti;fy,jus,ti,fy,,,,,
,justifying,4,"'justifying': 4,",jus;ti;fy;ing,jus,ti,fy,ing,,,,
,justice,2,"'justice': 2,",jus;tice,jus,tice,,,,,,
,just,1,"'just': 1,",just,just,,,,,,,
,justly,2,"'justly': 2,",just;ly,just,ly,,,,,,
,jute,1,"'jute': 1,",jute,jute,,,,,,,
,juxtaposition,5,"'juxtaposition': 5,",jux;ta;po;si;tion,jux,ta,po,si,tion,,,
,kabuki,3,"'kabuki': 3,",ka;bu;ki,ka,bu,ki,,,,,
,kahuna,3,"'kahuna': 3,",ka;hu;na,ka,hu,na,,,,,
,kaleidoscope,4,"'kaleidoscope': 4,",ka;lei;do;scope,ka,lei,do,scope,,,,
,kami,2,"'kami': 2,",ka;mi,ka,mi,,,,,,
,kamikaze,4,"'kamikaze': 4,",ka;mi;ka;ze,ka,mi,ka,ze,,,,
,kana,2,"'kana': 2,",ka;na,ka,na,,,,,,
,karate,3,"'karate': 3,",ka;ra;te,ka,ra,te,,,,,
,karoo,2,"'karoo': 2,",ka;roo,ka,roo,,,,,,
,katana,3,"'katana': 3,",ka;ta;na,ka,ta,na,,,,,
,kava,2,"'kava': 2,",ka;va,ka,va,,,,,,
,kaiser,2,"'kaiser': 2,",kai;ser,kai,ser,,,,,,
,kain,1,"'kain': 1,",kain,kain,,,,,,,
,kali,2,"'kali': 2,",kal;i,kal,i,,,,,,
,kale,1,"'kale': 1,",kale,kale,,,,,,,
,kangaroo,3,"'kangaroo': 3,",kan;ga;roo,kan,ga,roo,,,,,
,kanji,2,"'kanji': 2,",kan;ji,kan,ji,,,,,,
,kane,1,"'kane': 1,",kane,kane,,,,,,,
,kang,1,"'kang': 1,",kang,kang,,,,,,,
,kappa,2,"'kappa': 2,",kap;pa,kap,pa,,,,,,
,karat,2,"'karat': 2,",kar;at,kar,at,,,,,,
,karma,2,"'karma': 2,",kar;ma,kar,ma,,,,,,
,karmic,2,"'karmic': 2,",kar;mic,kar,mic,,,,,,
,karst,1,"'karst': 1,",karst,karst,,,,,,,
,kart,1,"'kart': 1,",kart,kart,,,,,,,
,kas,1,"'kas': 1,",kas,kas,,,,,,,
,kashmir,2,"'kashmir': 2,",kash;mir,kash,mir,,,,,,
,kat,1,"'kat': 1,",kat,kat,,,,,,,
,kayak,2,"'kayak': 2,",kay;ak,kay,ak,,,,,,
,kcal,1,"'kcal': 1,",kcal,kcal,,,,,,,
,kea,2,"'kea': 2,",ke;a,ke,a,,,,,,
,kebab,2,"'kebab': 2,",ke;bab,ke,bab,,,,,,
,keno,2,"'keno': 2,",ke;no,ke,no,,,,,,
,keto,2,"'keto': 2,",ke;to,ke,to,,,,,,
,ketone,2,"'ketone': 2,",ke;tone,ke,tone,,,,,,
,keck,1,"'keck': 1,",keck,keck,,,,,,,
,keel,1,"'keel': 1,",keel,keel,,,,,,,
,keen,1,"'keen': 1,",keen,keen,,,,,,,
,keener,2,"'keener': 2,",keen;er,keen,er,,,,,,
,keenly,2,"'keenly': 2,",keen;ly,keen,ly,,,,,,
,keep,1,"'keep': 1,",keep,keep,,,,,,,
,keeper,2,"'keeper': 2,",keep;er,keep,er,,,,,,
,keeping,2,"'keeping': 2,",keep;ing,keep,ing,,,,,,
,keepsake,2,"'keepsake': 2,",keep;sake,keep,sake,,,,,,
,kef,1,"'kef': 1,",kef,kef,,,,,,,
,keg,1,"'keg': 1,",keg,keg,,,,,,,
,kelly,2,"'kelly': 2,",kel;ly,kel,ly,,,,,,
,kelvin,2,"'kelvin': 2,",kel;vin,kel,vin,,,,,,
,kelp,1,"'kelp': 1,",kelp,kelp,,,,,,,
,kemp,1,"'kemp': 1,",kemp,kemp,,,,,,,
,ken,1,"'ken': 1,",ken,ken,,,,,,,
,kendo,2,"'kendo': 2,",ken;do,ken,do,,,,,,
,kennel,2,"'kennel': 2,",ken;nel,ken,nel,,,,,,
,kent,1,"'kent': 1,",kent,kent,,,,,,,
,kept,1,"'kept': 1,",kept,kept,,,,,,,
,keratin,3,"'keratin': 3,",ker;a;tin,ker,a,tin,,,,,
,kernel,2,"'kernel': 2,",ker;nel,ker,nel,,,,,,
,kerosene,3,"'kerosene': 3,",ker;o;sene,ker,o,sene,,,,,
,kerry,2,"'kerry': 2,",ker;ry,ker,ry,,,,,,
,kerb,1,"'kerb': 1,",kerb,kerb,,,,,,,
,kern,1,"'kern': 1,",kern,kern,,,,,,,
,kestrel,2,"'kestrel': 2,",kes;trel,kes,trel,,,,,,
,kettle,2,"'kettle': 2,",ket;tle,ket,tle,,,,,,
,ketchup,2,"'ketchup': 2,",ketch;up,ketch,up,,,,,,
,key,1,"'key': 1,",key,key,,,,,,,
,keyboard,2,"'keyboard': 2,",key;board,key,board,,,,,,
,keyhole,2,"'keyhole': 2,",key;hole,key,hole,,,,,,
,keying,2,"'keying': 2,",key;ing,key,ing,,,,,,
,keyless,2,"'keyless': 2,",key;less,key,less,,,,,,
,keynote,2,"'keynote': 2,",key;note,key,note,,,,,,
,keystone,2,"'keystone': 2,",key;stone,key,stone,,,,,,
,keystroke,2,"'keystroke': 2,",key;stroke,key,stroke,,,,,,
,keyword,2,"'keyword': 2,",key;word,key,word,,,,,,
,keyed,1,"'keyed': 1,",keyed,keyed,,,,,,,
,khaki,2,"'khaki': 2,",khak;i,khak,i,,,,,,
,khan,1,"'khan': 1,",khan,khan,,,,,,,
,kiley,2,"'kiley': 2,",ki;ley,ki,ley,,,,,,
,kimono,3,"'kimono': 3,",ki;mo;no,ki,mo,no,,,,,
,kinase,2,"'kinase': 2,",ki;nase,ki,nase,,,,,,
,kinesiology,6,"'kinesiology': 6,",ki;ne;si;ol;o;gy,ki,ne,si,ol,o,gy,,
,kinetic,3,"'kinetic': 3,",ki;net;ic,ki,net,ic,,,,,
,kinetics,3,"'kinetics': 3,",ki;net;ics,ki,net,ics,,,,,
,kino,2,"'kino': 2,",ki;no,ki,no,,,,,,
,kiosk,2,"'kiosk': 2,",ki;osk,ki,osk,,,,,,
,kiwi,2,"'kiwi': 2,",ki;wi,ki,wi,,,,,,
,kick,1,"'kick': 1,",kick,kick,,,,,,,
,kickback,2,"'kickback': 2,",kick;back,kick,back,,,,,,
,kicker,2,"'kicker': 2,",kick;er,kick,er,,,,,,
,kickoff,2,"'kickoff': 2,",kick;off,kick,off,,,,,,
,kid,1,"'kid': 1,",kid,kid,,,,,,,
,kidder,2,"'kidder': 2,",kid;der,kid,der,,,,,,
,kiddie,2,"'kiddie': 2,",kid;die,kid,die,,,,,,
,kidding,2,"'kidding': 2,",kid;ding,kid,ding,,,,,,
,kiddy,2,"'kiddy': 2,",kid;dy,kid,dy,,,,,,
,kidnap,2,"'kidnap': 2,",kid;nap,kid,nap,,,,,,
,kidnapping,3,"'kidnapping': 3,",kid;nap;ping,kid,nap,ping,,,,,
,kidney,2,"'kidney': 2,",kid;ney,kid,ney,,,,,,
,kilo,2,"'kilo': 2,",kil;o,kil,o,,,,,,
,kilogram,3,"'kilogram': 3,",kil;o;gram,kil,o,gram,,,,,
,kilometer,4,"'kilometer': 4,",kil;o;me;ter,kil,o,me,ter,,,,
,kilometre,4,"'kilometre': 4,",kil;o;me;tre,kil,o,me,tre,,,,
,kilowatt,3,"'kilowatt': 3,",kil;o;watt,kil,o,watt,,,,,
,kilos,2,"'kilos': 2,",kil;os,kil,os,,,,,,
,kill,1,"'kill': 1,",kill,kill,,,,,,,
,killer,2,"'killer': 2,",kill;er,kill,er,,,,,,
,killing,2,"'killing': 2,",kill;ing,kill,ing,,,,,,
,kiln,1,"'kiln': 1,",kiln,kiln,,,,,,,
,kilt,1,"'kilt': 1,",kilt,kilt,,,,,,,
,kin,1,"'kin': 1,",kin,kin,,,,,,,
,kindergarten,4,"'kindergarten': 4,",kin;der;gar;ten,kin,der,gar,ten,,,,
,kindling,2,"'kindling': 2,",kin;dling,kin,dling,,,,,,
,kindred,2,"'kindred': 2,",kin;dred,kin,dred,,,,,,
,kinematic,4,"'kinematic': 4,",kin;e;mat;ic,kin,e,mat,ic,,,,
,kinematics,4,"'kinematics': 4,",kin;e;mat;ics,kin,e,mat,ics,,,,
,kinship,2,"'kinship': 2,",kin;ship,kin,ship,,,,,,
